"","Anno","Mese","NaturaIncidente","Incidenti","Feriti","Morti"
"1107",2011,3,"Urto con veicolo in fermata o sosta",112,163,0
"1108",2011,4,"Altre cause",22,27,0
"1109",2011,4,"Fuoriuscita, sbandamento",117,126,0
"1110",2011,4,"Investimento pedone",123,141,1
"1111",2011,4,"Scontro frontale",18,29,0
"1112",2011,4,"Scontro frontale - laterale",333,497,0
"1113",2011,4,"Scontro laterale",145,176,0
"1114",2011,4,"Tamponamento",117,176,0
"1115",2011,4,"Urto con ostacolo",52,58,0
"1116",2011,4,"Urto con veicolo in fermata o sosta",115,140,0
"1117",2011,5,"Altre cause",19,20,0
"1118",2011,5,"Fuoriuscita, sbandamento",139,148,0
"1119",2011,5,"Investimento pedone",139,164,3
"1120",2011,5,"Scontro frontale",24,33,0
"1121",2011,5,"Scontro frontale - laterale",372,539,0
"1122",2011,5,"Scontro laterale",154,186,0
"1123",2011,5,"Tamponamento",133,215,0
"1124",2011,5,"Urto con ostacolo",71,83,0
"1125",2011,5,"Urto con veicolo in fermata o sosta",126,163,0
"1126",2011,6,"Altre cause",22,22,0
"1127",2011,6,"Fuoriuscita, sbandamento",126,131,0
"1128",2011,6,"Investimento pedone",115,132,2
"1129",2011,6,"Scontro frontale",17,24,0
"1130",2011,6,"Scontro frontale - laterale",308,481,1
"1131",2011,6,"Scontro laterale",123,146,0
"1132",2011,6,"Tamponamento",115,187,0
"1133",2011,6,"Urto con ostacolo",72,82,0
"1134",2011,6,"Urto con veicolo in fermata o sosta",94,120,0
"1135",2011,7,"Altre cause",17,21,0
"1136",2011,7,"Fuoriuscita, sbandamento",102,111,0
"1137",2011,7,"Investimento pedone",70,82,1
"1138",2011,7,"Scontro frontale",14,23,0
"1139",2011,7,"Scontro frontale - laterale",314,477,0
"1140",2011,7,"Scontro laterale",131,160,0
"1141",2011,7,"Tamponamento",106,151,0
"1142",2011,7,"Urto con ostacolo",65,76,0
"1143",2011,7,"Urto con veicolo in fermata o sosta",114,157,0
"1144",2011,8,"Altre cause",13,13,0
"1145",2011,8,"Fuoriuscita, sbandamento",66,71,0
"1146",2011,8,"Investimento pedone",50,55,0
"1147",2011,8,"Scontro frontale",8,18,1
"1148",2011,8,"Scontro frontale - laterale",151,238,1
"1149",2011,8,"Scontro laterale",63,75,0
"1150",2011,8,"Tamponamento",49,80,0
"1151",2011,8,"Urto con ostacolo",49,55,2
"1152",2011,8,"Urto con veicolo in fermata o sosta",53,69,0
"1153",2011,9,"Altre cause",18,18,0
"1154",2011,9,"Fuoriuscita, sbandamento",139,147,2
"1155",2011,9,"Investimento pedone",139,170,1
"1156",2011,9,"Scontro frontale",23,42,1
"1157",2011,9,"Scontro frontale - laterale",363,518,0
"1158",2011,9,"Scontro laterale",134,150,0
"1159",2011,9,"Tamponamento",142,230,0
"1160",2011,9,"Urto con ostacolo",69,81,3
"1161",2011,9,"Urto con veicolo in fermata o sosta",118,164,1
"1162",2011,10,"Altre cause",24,26,0
"1163",2011,10,"Fuoriuscita, sbandamento",141,150,1
"1164",2011,10,"Investimento pedone",183,228,3
"1165",2011,10,"Scontro frontale",18,40,0
"1166",2011,10,"Scontro frontale - laterale",344,481,4
"1167",2011,10,"Scontro laterale",142,169,1
"1168",2011,10,"Tamponamento",127,207,0
"1169",2011,10,"Urto con ostacolo",81,100,0
"1170",2011,10,"Urto con veicolo in fermata o sosta",130,170,1
"1171",2011,11,"Altre cause",12,12,0
"1172",2011,11,"Fuoriuscita, sbandamento",102,106,1
"1173",2011,11,"Investimento pedone",151,180,0
"1174",2011,11,"Scontro frontale",15,24,0
"1175",2011,11,"Scontro frontale - laterale",287,459,0
"1176",2011,11,"Scontro laterale",106,128,0
"1177",2011,11,"Tamponamento",115,191,0
"1178",2011,11,"Urto con ostacolo",67,83,1
"1179",2011,11,"Urto con veicolo in fermata o sosta",111,149,2
"1180",2011,12,"Altre cause",18,20,0
"1181",2011,12,"Fuoriuscita, sbandamento",110,119,0
"1182",2011,12,"Investimento pedone",116,132,1
"1183",2011,12,"Scontro frontale",9,18,0
"1184",2011,12,"Scontro frontale - laterale",297,438,0
"1185",2011,12,"Scontro laterale",96,120,0
"1186",2011,12,"Tamponamento",95,149,0
"1187",2011,12,"Urto con ostacolo",56,76,0
"1188",2011,12,"Urto con veicolo in fermata o sosta",102,138,1
"1189",2012,1,"Altre cause",14,15,0
"1190",2012,1,"Fuoriuscita, sbandamento",90,97,0
"1191",2012,1,"Investimento pedone",153,170,2
"1192",2012,1,"Scontro frontale",18,26,0
"1193",2012,1,"Scontro frontale - laterale",253,400,0
"1194",2012,1,"Scontro laterale",98,112,1
"1195",2012,1,"Tamponamento",129,187,0
"1196",2012,1,"Urto con ostacolo",50,63,2
"1197",2012,1,"Urto con veicolo in fermata o sosta",79,125,0
"1198",2012,2,"Altre cause",7,8,0
"1199",2012,2,"Fuoriuscita, sbandamento",80,83,0
"1200",2012,2,"Investimento pedone",126,146,0
"1201",2012,2,"Scontro frontale",16,28,0
"1202",2012,2,"Scontro frontale - laterale",203,311,1
"1203",2012,2,"Scontro laterale",60,78,0
"1204",2012,2,"Tamponamento",97,145,0
"1205",2012,2,"Urto con ostacolo",54,71,0
"1206",2012,2,"Urto con veicolo in fermata o sosta",63,80,0
"1207",2012,3,"Altre cause",12,14,0
"1208",2012,3,"Fuoriuscita, sbandamento",113,121,0
"1209",2012,3,"Investimento pedone",113,130,2
"1210",2012,3,"Scontro frontale",17,26,1
"1211",2012,3,"Scontro frontale - laterale",310,444,0
"1212",2012,3,"Scontro laterale",125,148,0
"1213",2012,3,"Tamponamento",117,175,0
"1214",2012,3,"Urto con ostacolo",52,56,0
"1215",2012,3,"Urto con veicolo in fermata o sosta",94,124,0
"1216",2012,4,"Altre cause",14,15,0
"1217",2012,4,"Fuoriuscita, sbandamento",92,101,0
"1218",2012,4,"Investimento pedone",100,119,3
"1219",2012,4,"Scontro frontale",13,25,0
"1220",2012,4,"Scontro frontale - laterale",270,424,1
"1221",2012,4,"Scontro laterale",79,97,1
"1222",2012,4,"Tamponamento",95,139,0
"1223",2012,4,"Urto con ostacolo",54,64,1
"1224",2012,4,"Urto con veicolo in fermata o sosta",92,133,0
"1225",2012,5,"Altre cause",24,27,0
"1226",2012,5,"Fuoriuscita, sbandamento",111,114,1
"1227",2012,5,"Investimento pedone",148,172,2
"1228",2012,5,"Scontro frontale",11,19,0
"1229",2012,5,"Scontro frontale - laterale",329,465,1
"1230",2012,5,"Scontro laterale",111,131,1
"1231",2012,5,"Tamponamento",136,227,0
"1232",2012,5,"Urto con ostacolo",62,74,0
"1233",2012,5,"Urto con veicolo in fermata o sosta",115,155,0
"1234",2012,6,"Altre cause",18,19,0
"1235",2012,6,"Fuoriuscita, sbandamento",129,139,0
"1236",2012,6,"Investimento pedone",130,160,3
"1237",2012,6,"Scontro frontale",9,9,1
"1238",2012,6,"Scontro frontale - laterale",288,413,1
"1239",2012,6,"Scontro laterale",125,145,1
"1240",2012,6,"Tamponamento",104,164,0
"1241",2012,6,"Urto con ostacolo",69,86,1
"1242",2012,6,"Urto con veicolo in fermata o sosta",103,147,0
"1243",2012,7,"Altre cause",11,12,0
"1244",2012,7,"Fuoriuscita, sbandamento",134,144,2
"1245",2012,7,"Investimento pedone",102,118,0
"1246",2012,7,"Scontro frontale",17,25,0
"1247",2012,7,"Scontro frontale - laterale",295,420,2
"1248",2012,7,"Scontro laterale",97,115,1
"1249",2012,7,"Tamponamento",86,107,0
"1250",2012,7,"Urto con ostacolo",62,74,0
"1251",2012,7,"Urto con veicolo in fermata o sosta",98,126,1
"1252",2012,8,"Altre cause",14,15,0
"1253",2012,8,"Fuoriuscita, sbandamento",83,91,0
"1254",2012,8,"Investimento pedone",59,71,1
"1255",2012,8,"Scontro frontale",6,10,0
"1256",2012,8,"Scontro frontale - laterale",168,282,1
"1257",2012,8,"Scontro laterale",58,78,0
"1258",2012,8,"Tamponamento",52,79,0
"1259",2012,8,"Urto con ostacolo",35,43,0
"1260",2012,8,"Urto con veicolo in fermata o sosta",43,50,0
"1261",2012,9,"Altre cause",9,9,0
"1262",2012,9,"Fuoriuscita, sbandamento",121,130,0
"1263",2012,9,"Investimento pedone",112,124,1
"1264",2012,9,"Scontro frontale",10,13,0
"1265",2012,9,"Scontro frontale - laterale",268,385,3
"1266",2012,9,"Scontro laterale",72,95,0
"1267",2012,9,"Tamponamento",99,151,0
"1268",2012,9,"Urto con ostacolo",45,54,0
"1269",2012,9,"Urto con veicolo in fermata o sosta",118,150,0
"1270",2012,10,"Altre cause",20,21,0
"1271",2012,10,"Fuoriuscita, sbandamento",161,173,0
"1272",2012,10,"Investimento pedone",174,206,0
"1273",2012,10,"Scontro frontale",25,44,0
"1274",2012,10,"Scontro frontale - laterale",283,397,2
"1275",2012,10,"Scontro laterale",126,155,0
"1276",2012,10,"Tamponamento",133,220,0
"1277",2012,10,"Urto con ostacolo",58,67,3
"1278",2012,10,"Urto con veicolo in fermata o sosta",112,136,1
"1279",2012,11,"Altre cause",6,6,0
"1280",2012,11,"Fuoriuscita, sbandamento",141,150,0
"1281",2012,11,"Investimento pedone",160,190,3
"1282",2012,11,"Scontro frontale",17,25,0
"1283",2012,11,"Scontro frontale - laterale",300,454,0
"1284",2012,11,"Scontro laterale",103,128,0
"1285",2012,11,"Tamponamento",101,173,0
"1286",2012,11,"Urto con ostacolo",70,88,0
"1287",2012,11,"Urto con veicolo in fermata o sosta",101,135,1
"1288",2012,12,"Altre cause",10,11,0
"1289",2012,12,"Fuoriuscita, sbandamento",133,138,0
"1290",2012,12,"Investimento pedone",145,175,2
"1291",2012,12,"Scontro frontale",11,18,0
"1292",2012,12,"Scontro frontale - laterale",235,349,1
"1293",2012,12,"Scontro laterale",58,69,0
"1294",2012,12,"Tamponamento",83,135,0
"1295",2012,12,"Urto con ostacolo",46,54,0
"1296",2012,12,"Urto con veicolo in fermata o sosta",65,79,1
"1297",2013,1,"Altre cause",8,12,0
"1298",2013,1,"Fuoriuscita, sbandamento",93,95,1
"1299",2013,1,"Investimento pedone",130,147,1
"1300",2013,1,"Scontro frontale",13,20,0
"1301",2013,1,"Scontro frontale - laterale",210,331,1
"1302",2013,1,"Scontro laterale",62,75,0
"1303",2013,1,"Tamponamento",83,137,0
"1304",2013,1,"Urto con ostacolo",41,45,1
"1305",2013,1,"Urto con veicolo in fermata o sosta",67,81,0
"1306",2013,2,"Altre cause",9,10,0
"1307",2013,2,"Fuoriuscita, sbandamento",84,93,0
"1308",2013,2,"Investimento pedone",116,140,1
"1309",2013,2,"Scontro frontale",12,19,0
"1310",2013,2,"Scontro frontale - laterale",193,266,1
"1311",2013,2,"Scontro laterale",54,64,0
"1312",2013,2,"Tamponamento",76,119,0
"1313",2013,2,"Urto con ostacolo",50,57,0
"1314",2013,2,"Urto con veicolo in fermata o sosta",82,112,0
"1315",2013,3,"Altre cause",5,5,0
"1316",2013,3,"Fuoriuscita, sbandamento",69,74,0
"1317",2013,3,"Investimento pedone",110,125,1
"1318",2013,3,"Scontro frontale",14,21,0
"1319",2013,3,"Scontro frontale - laterale",247,376,0
"1320",2013,3,"Scontro laterale",80,94,0
"1321",2013,3,"Tamponamento",112,170,0
"1322",2013,3,"Urto con ostacolo",60,67,1
"1323",2013,3,"Urto con veicolo in fermata o sosta",58,79,0
"1324",2013,4,"Altre cause",3,3,0
"1325",2013,4,"Fuoriuscita, sbandamento",101,106,0
"1326",2013,4,"Investimento pedone",100,119,0
"1327",2013,4,"Scontro frontale",15,26,0
"1328",2013,4,"Scontro frontale - laterale",243,360,2
"1329",2013,4,"Scontro laterale",72,83,0
"1330",2013,4,"Tamponamento",96,150,0
"1331",2013,4,"Urto con ostacolo",72,90,0
"1332",2013,4,"Urto con veicolo in fermata o sosta",75,91,0
"1333",2013,5,"Altre cause",5,6,0
"1334",2013,5,"Fuoriuscita, sbandamento",110,119,0
"1335",2013,5,"Investimento pedone",112,133,0
"1336",2013,5,"Scontro frontale",16,23,0
"1337",2013,5,"Scontro frontale - laterale",272,401,1
"1338",2013,5,"Scontro laterale",82,91,0
"1339",2013,5,"Tamponamento",101,157,0
"1340",2013,5,"Urto con ostacolo",79,89,0
"1341",2013,5,"Urto con veicolo in fermata o sosta",109,149,0
"1342",2013,6,"Altre cause",9,9,0
"1343",2013,6,"Fuoriuscita, sbandamento",146,160,1
"1344",2013,6,"Investimento pedone",123,154,1
"1345",2013,6,"Scontro frontale",15,22,0
"1346",2013,6,"Scontro frontale - laterale",297,423,0
"1347",2013,6,"Scontro laterale",96,112,0
"1348",2013,6,"Tamponamento",110,175,0
"1349",2013,6,"Urto con ostacolo",70,81,0
"1350",2013,6,"Urto con veicolo in fermata o sosta",101,131,0
"1351",2013,7,"Altre cause",8,11,0
"1352",2013,7,"Fuoriuscita, sbandamento",137,146,0
"1353",2013,7,"Investimento pedone",93,116,1
"1354",2013,7,"Scontro frontale",11,14,0
"1355",2013,7,"Scontro frontale - laterale",278,388,1
"1356",2013,7,"Scontro laterale",100,117,0
"1357",2013,7,"Tamponamento",91,133,0
"1358",2013,7,"Urto con ostacolo",51,60,0
"1359",2013,7,"Urto con veicolo in fermata o sosta",111,135,0
"1360",2013,8,"Altre cause",1,1,0
"1361",2013,8,"Fuoriuscita, sbandamento",85,90,1
"1362",2013,8,"Investimento pedone",37,48,0
"1363",2013,8,"Scontro frontale",9,15,0
"1364",2013,8,"Scontro frontale - laterale",156,235,0
"1365",2013,8,"Scontro laterale",53,62,0
"1366",2013,8,"Tamponamento",50,75,0
"1367",2013,8,"Urto con ostacolo",47,60,0
"1368",2013,8,"Urto con veicolo in fermata o sosta",45,60,0
"1369",2013,9,"Altre cause",15,15,0
"1370",2013,9,"Fuoriuscita, sbandamento",124,134,0
"1371",2013,9,"Investimento pedone",121,146,1
"1372",2013,9,"Scontro frontale",18,29,0
"1373",2013,9,"Scontro frontale - laterale",242,344,0
"1374",2013,9,"Scontro laterale",94,124,0
"1375",2013,9,"Tamponamento",113,169,0
"1376",2013,9,"Urto con ostacolo",59,71,0
"1377",2013,9,"Urto con veicolo in fermata o sosta",84,110,1
"1378",2013,10,"Altre cause",14,14,0
"1379",2013,10,"Fuoriuscita, sbandamento",157,168,0
"1380",2013,10,"Investimento pedone",148,171,3
"1381",2013,10,"Scontro frontale",15,27,1
"1382",2013,10,"Scontro frontale - laterale",287,440,0
"1383",2013,10,"Scontro laterale",98,119,0
"1384",2013,10,"Tamponamento",119,189,0
"1385",2013,10,"Urto con ostacolo",52,63,0
"1386",2013,10,"Urto con veicolo in fermata o sosta",104,130,0
"1387",2013,11,"Altre cause",5,6,0
"1388",2013,11,"Fuoriuscita, sbandamento",147,157,0
"1389",2013,11,"Investimento pedone",154,179,2
"1390",2013,11,"Scontro frontale",10,18,0
"1391",2013,11,"Scontro frontale - laterale",237,330,1
"1392",2013,11,"Scontro laterale",68,75,0
"1393",2013,11,"Tamponamento",80,116,0
"1394",2013,11,"Urto con ostacolo",60,72,1
"1395",2013,11,"Urto con veicolo in fermata o sosta",97,139,0
"1396",2013,12,"Altre cause",5,7,0
"1397",2013,12,"Fuoriuscita, sbandamento",92,98,0
"1398",2013,12,"Investimento pedone",166,190,2
"1399",2013,12,"Scontro frontale",15,22,0
"1400",2013,12,"Scontro frontale - laterale",230,336,0
"1401",2013,12,"Scontro laterale",66,77,0
"1402",2013,12,"Tamponamento",79,133,0
"1403",2013,12,"Urto con ostacolo",61,81,0
"1404",2013,12,"Urto con veicolo in fermata o sosta",68,89,1
"1405",2014,1,"Altre cause",2,2,0
"1406",2014,1,"Fuoriuscita, sbandamento",68,70,0
"1407",2014,1,"Investimento pedone",135,161,0
"1408",2014,1,"Scontro frontale",11,14,0
"1409",2014,1,"Scontro frontale - laterale",178,265,0
"1410",2014,1,"Scontro laterale",50,63,2
"1411",2014,1,"Tamponamento",69,114,0
"1412",2014,1,"Urto con ostacolo",51,58,0
"1413",2014,1,"Urto con veicolo in fermata o sosta",72,89,0
"1414",2014,2,"Altre cause",4,4,0
"1415",2014,2,"Fuoriuscita, sbandamento",54,57,0
"1416",2014,2,"Investimento pedone",136,158,1
"1417",2014,2,"Scontro frontale",16,29,0
"1418",2014,2,"Scontro frontale - laterale",209,315,0
"1419",2014,2,"Scontro laterale",62,82,0
"1420",2014,2,"Tamponamento",67,101,0
"1421",2014,2,"Urto con ostacolo",70,77,1
"1422",2014,2,"Urto con veicolo in fermata o sosta",66,76,0
"1423",2014,3,"Altre cause",8,10,0
"1424",2014,3,"Fuoriuscita, sbandamento",74,78,0
"1425",2014,3,"Investimento pedone",130,159,1
"1426",2014,3,"Scontro frontale",16,21,1
"1427",2014,3,"Scontro frontale - laterale",228,335,0
"1428",2014,3,"Scontro laterale",91,104,0
"1429",2014,3,"Tamponamento",73,101,0
"1430",2014,3,"Urto con ostacolo",56,68,0
"1431",2014,3,"Urto con veicolo in fermata o sosta",83,103,0
"1432",2014,4,"Altre cause",12,13,0
"1433",2014,4,"Fuoriuscita, sbandamento",121,123,1
"1434",2014,4,"Investimento pedone",124,145,1
"1435",2014,4,"Scontro frontale",6,11,0
"1436",2014,4,"Scontro frontale - laterale",248,370,0
"1437",2014,4,"Scontro laterale",77,86,0
"1438",2014,4,"Tamponamento",91,148,1
"1439",2014,4,"Urto con ostacolo",69,77,1
"1440",2014,4,"Urto con veicolo in fermata o sosta",89,107,0
"1441",2014,5,"Altre cause",9,9,0
"1442",2014,5,"Fuoriuscita, sbandamento",130,137,1
"1443",2014,5,"Investimento pedone",138,153,1
"1444",2014,5,"Scontro frontale",10,19,0
"1445",2014,5,"Scontro frontale - laterale",262,353,3
"1446",2014,5,"Scontro laterale",95,106,1
"1447",2014,5,"Tamponamento",101,154,0
"1448",2014,5,"Urto con ostacolo",63,73,0
"1449",2014,5,"Urto con veicolo in fermata o sosta",78,91,0
"1450",2014,6,"Altre cause",4,5,0
"1451",2014,6,"Fuoriuscita, sbandamento",141,150,1
"1452",2014,6,"Investimento pedone",114,131,1
"1453",2014,6,"Scontro frontale",10,13,0
"1454",2014,6,"Scontro frontale - laterale",265,384,4
"1455",2014,6,"Scontro laterale",76,94,0
"1456",2014,6,"Tamponamento",76,125,0
"1457",2014,6,"Urto con ostacolo",55,69,0
"1458",2014,6,"Urto con veicolo in fermata o sosta",83,108,0
"1459",2014,7,"Altre cause",5,5,0
"1460",2014,7,"Fuoriuscita, sbandamento",110,119,0
"1461",2014,7,"Investimento pedone",91,104,4
"1462",2014,7,"Scontro frontale",14,18,0
"1463",2014,7,"Scontro frontale - laterale",241,345,1
"1464",2014,7,"Scontro laterale",81,101,0
"1465",2014,7,"Tamponamento",82,132,0
"1466",2014,7,"Urto con ostacolo",55,74,1
"1467",2014,7,"Urto con veicolo in fermata o sosta",90,118,0
"1468",2014,8,"Altre cause",2,2,0
"1469",2014,8,"Fuoriuscita, sbandamento",60,67,0
"1470",2014,8,"Investimento pedone",43,51,0
"1471",2014,8,"Scontro frontale",3,8,0
"1472",2014,8,"Scontro frontale - laterale",125,198,1
"1473",2014,8,"Scontro laterale",42,50,0
"1474",2014,8,"Tamponamento",37,55,0
"1475",2014,8,"Urto con ostacolo",26,31,0
"1476",2014,8,"Urto con veicolo in fermata o sosta",38,48,0
"1477",2014,9,"Altre cause",1,1,0
"1478",2014,9,"Fuoriuscita, sbandamento",98,106,1
"1479",2014,9,"Investimento pedone",108,132,1
"1480",2014,9,"Scontro frontale",18,20,0
"1481",2014,9,"Scontro frontale - laterale",251,365,0
"1482",2014,9,"Scontro laterale",94,120,0
"1483",2014,9,"Tamponamento",85,124,0
"1484",2014,9,"Urto con ostacolo",40,51,1
"1485",2014,9,"Urto con veicolo in fermata o sosta",90,102,0
"1486",2014,10,"Altre cause",5,9,0
"1487",2014,10,"Fuoriuscita, sbandamento",117,134,0
"1488",2014,10,"Investimento pedone",152,179,2
"1489",2014,10,"Scontro frontale",6,7,0
"1490",2014,10,"Scontro frontale - laterale",282,410,0
"1491",2014,10,"Scontro laterale",90,99,0
"1492",2014,10,"Tamponamento",86,128,0
"1493",2014,10,"Urto con ostacolo",43,54,1
"1494",2014,10,"Urto con veicolo in fermata o sosta",94,123,0
"1495",2014,11,"Altre cause",2,5,0
"1496",2014,11,"Fuoriuscita, sbandamento",92,95,1
"1497",2014,11,"Investimento pedone",161,188,1
"1498",2014,11,"Scontro frontale",13,14,0
"1499",2014,11,"Scontro frontale - laterale",224,334,0
"1500",2014,11,"Scontro laterale",59,72,0
"1501",2014,11,"Tamponamento",63,89,0
"1502",2014,11,"Urto con ostacolo",53,62,0
"1503",2014,11,"Urto con veicolo in fermata o sosta",63,86,0
"1504",2014,12,"Altre cause",6,7,0
"1505",2014,12,"Fuoriuscita, sbandamento",84,88,0
"1506",2014,12,"Investimento pedone",129,155,2
"1507",2014,12,"Scontro frontale",11,15,0
"1508",2014,12,"Scontro frontale - laterale",193,275,0
"1509",2014,12,"Scontro laterale",59,65,0
"1510",2014,12,"Tamponamento",70,113,0
"1511",2014,12,"Urto con ostacolo",47,52,0
"1512",2014,12,"Urto con veicolo in fermata o sosta",80,118,0
"1513",2015,1,"Altre cause",2,2,0
"1514",2015,1,"Fuoriuscita, sbandamento",74,78,0
"1515",2015,1,"Investimento pedone",131,148,1
"1516",2015,1,"Scontro frontale",11,15,0
"1517",2015,1,"Scontro frontale - laterale",207,305,0
"1518",2015,1,"Scontro laterale",63,71,0
"1519",2015,1,"Tamponamento",59,91,0
"1520",2015,1,"Urto con ostacolo",45,57,1
"1521",2015,1,"Urto con veicolo in fermata o sosta",60,78,0
"1522",2015,2,"Altre cause",6,6,0
"1523",2015,2,"Fuoriuscita, sbandamento",57,62,0
"1524",2015,2,"Investimento pedone",128,148,3
"1525",2015,2,"Scontro frontale",12,18,0
"1526",2015,2,"Scontro frontale - laterale",198,289,1
"1527",2015,2,"Scontro laterale",60,74,0
"1528",2015,2,"Tamponamento",51,70,0
"1529",2015,2,"Urto con ostacolo",55,68,2
"1530",2015,2,"Urto con veicolo in fermata o sosta",64,76,0
"1531",2015,3,"Altre cause",11,16,0
"1532",2015,3,"Fuoriuscita, sbandamento",85,93,1
"1533",2015,3,"Investimento pedone",106,121,1
"1534",2015,3,"Scontro frontale",17,25,0
"1535",2015,3,"Scontro frontale - laterale",215,328,1
"1536",2015,3,"Scontro laterale",86,94,1
"1537",2015,3,"Tamponamento",82,136,0
"1538",2015,3,"Urto con ostacolo",33,39,1
"1539",2015,3,"Urto con veicolo in fermata o sosta",89,115,0
"1540",2015,4,"Altre cause",8,11,0
"1541",2015,4,"Fuoriuscita, sbandamento",90,93,0
"1542",2015,4,"Investimento pedone",100,117,1
"1543",2015,4,"Scontro frontale",19,30,1
"1544",2015,4,"Scontro frontale - laterale",238,353,0
"1545",2015,4,"Scontro laterale",100,112,0
"1546",2015,4,"Tamponamento",78,127,0
"1547",2015,4,"Urto con ostacolo",45,55,0
"1548",2015,4,"Urto con veicolo in fermata o sosta",85,103,0
"1549",2015,5,"Altre cause",7,9,0
"1550",2015,5,"Fuoriuscita, sbandamento",106,119,1
"1551",2015,5,"Investimento pedone",108,119,3
"1552",2015,5,"Scontro frontale",14,20,0
"1553",2015,5,"Scontro frontale - laterale",265,397,1
"1554",2015,5,"Scontro laterale",89,103,0
"1555",2015,5,"Tamponamento",78,138,0
"1556",2015,5,"Urto con ostacolo",67,79,0
"1557",2015,5,"Urto con veicolo in fermata o sosta",92,114,0
"1558",2015,6,"Altre cause",2,2,0
"1559",2015,6,"Fuoriuscita, sbandamento",109,125,1
"1560",2015,6,"Investimento pedone",108,125,3
"1561",2015,6,"Scontro frontale",14,22,0
"1562",2015,6,"Scontro frontale - laterale",241,353,2
"1563",2015,6,"Scontro laterale",104,130,0
"1564",2015,6,"Tamponamento",76,110,0
"1565",2015,6,"Urto con ostacolo",45,52,1
"1566",2015,6,"Urto con veicolo in fermata o sosta",93,121,0
"1567",2015,7,"Altre cause",6,7,0
"1568",2015,7,"Fuoriuscita, sbandamento",95,105,0
"1569",2015,7,"Investimento pedone",79,92,1
"1570",2015,7,"Scontro frontale",14,19,0
"1571",2015,7,"Scontro frontale - laterale",287,387,0
"1572",2015,7,"Scontro laterale",93,105,0
"1573",2015,7,"Tamponamento",94,148,0
"1574",2015,7,"Urto con ostacolo",53,56,1
"1575",2015,7,"Urto con veicolo in fermata o sosta",87,120,0
"1576",2015,8,"Altre cause",1,1,0
"1577",2015,8,"Fuoriuscita, sbandamento",62,67,0
"1578",2015,8,"Investimento pedone",43,53,0
"1579",2015,8,"Scontro frontale",8,12,0
"1580",2015,8,"Scontro frontale - laterale",120,175,0
"1581",2015,8,"Scontro laterale",32,40,1
"1582",2015,8,"Tamponamento",42,59,0
"1583",2015,8,"Urto con ostacolo",37,45,1
"1584",2015,8,"Urto con veicolo in fermata o sosta",40,54,1
"1585",2015,9,"Altre cause",8,9,0
"1586",2015,9,"Fuoriuscita, sbandamento",92,97,0
"1587",2015,9,"Investimento pedone",115,138,1
"1588",2015,9,"Scontro frontale",12,17,0
"1589",2015,9,"Scontro frontale - laterale",231,323,0
"1590",2015,9,"Scontro laterale",87,100,0
"1591",2015,9,"Tamponamento",87,145,0
"1592",2015,9,"Urto con ostacolo",49,56,2
"1593",2015,9,"Urto con veicolo in fermata o sosta",83,107,0
"1594",2015,10,"Altre cause",13,17,0
"1595",2015,10,"Fuoriuscita, sbandamento",111,121,0
"1596",2015,10,"Investimento pedone",137,175,1
"1597",2015,10,"Scontro frontale",21,31,0
"1598",2015,10,"Scontro frontale - laterale",279,403,3
"1599",2015,10,"Scontro laterale",92,116,0
"1600",2015,10,"Tamponamento",91,144,0
"1601",2015,10,"Urto con ostacolo",51,61,2
"1602",2015,10,"Urto con veicolo in fermata o sosta",86,101,0
"1603",2015,11,"Altre cause",6,9,0
"1604",2015,11,"Fuoriuscita, sbandamento",87,92,0
"1605",2015,11,"Investimento pedone",130,155,1
"1606",2015,11,"Scontro frontale",16,23,0
"1607",2015,11,"Scontro frontale - laterale",237,343,0
"1608",2015,11,"Scontro laterale",90,98,1
"1609",2015,11,"Tamponamento",98,131,0
"1610",2015,11,"Urto con ostacolo",38,44,1
"1611",2015,11,"Urto con veicolo in fermata o sosta",74,93,0
"1612",2015,12,"Altre cause",3,3,0
"1613",2015,12,"Fuoriuscita, sbandamento",71,76,1
"1614",2015,12,"Investimento pedone",110,130,3
"1615",2015,12,"Scontro frontale",11,15,0
"1616",2015,12,"Scontro frontale - laterale",187,275,0
"1617",2015,12,"Scontro laterale",68,83,0
"1618",2015,12,"Tamponamento",70,106,0
"1619",2015,12,"Urto con ostacolo",42,49,0
"1620",2015,12,"Urto con veicolo in fermata o sosta",63,78,1
"1621",2016,1,"Altre cause",3,3,0
"1622",2016,1,"Fuoriuscita, sbandamento",85,94,0
"1623",2016,1,"Investimento pedone",126,141,3
"1624",2016,1,"Scontro frontale",5,10,0
"1625",2016,1,"Scontro frontale - laterale",187,287,3
"1626",2016,1,"Scontro laterale",49,54,1
"1627",2016,1,"Tamponamento",79,132,0
"1628",2016,1,"Urto con ostacolo",48,55,0
"1629",2016,1,"Urto con veicolo in fermata o sosta",55,68,0
"1630",2016,2,"Altre cause",5,5,0
"1631",2016,2,"Fuoriuscita, sbandamento",82,86,0
"1632",2016,2,"Investimento pedone",140,170,0
"1633",2016,2,"Scontro frontale",9,18,0
"1634",2016,2,"Scontro frontale - laterale",199,302,1
"1635",2016,2,"Scontro laterale",70,94,0
"1636",2016,2,"Tamponamento",91,150,0
"1637",2016,2,"Urto con ostacolo",29,32,0
"1638",2016,2,"Urto con veicolo in fermata o sosta",81,113,0
"1639",2016,3,"Altre cause",2,2,0
"1640",2016,3,"Fuoriuscita, sbandamento",80,88,0
